"srcLang","srcString","srcWords","srcPron","EN.words","EN.pron","DE.words","DE.pron","FR.words","FR.pron","JA.words","JA.pron","ZH.words","ZH.pron","srcGloss","EN.gloss","DE.gloss","FR.gloss","JA.gloss","ZH.gloss"
"JA","未公開株式","未公開株式:未公開株式","/mi.ko.u.ka.i.ka.bu.ʃi.ki/","me key ooh key e key boo she key","/mi/ /ki/ /u/ /ki/ /i/ /ki/ /bu/ /ʃi/ /ki/","Mai Kuh Schuh Kuh in tabu Schuh Kuh","/maːiː/ /kuː/ /ʃuː/ /kuː/ /iːn/ /taː.buː/ /ʃuː/ /kuː/","mer con houx quand riz quand boue chien qui","/me/ /ko/ /u/ /ka/ /ʁi/ /ka/ /bu/ /ʃi/ /ki/","水 戸 兎 蚊 胃 蚊 分 死 木","/mi/ /ko/ /u/ /ka/ /i/ /ka/ /bu/ /ʃi/ /ki/","米 鼓 鵡 卡 椅 卡 蹼 膝 梯","/mi˨˩˦/ /ku˨˩˦/ /u˨˩˦/ /ka˨˩˦/ /i˨˩˦/ /ka˨˩˦/ /pu˨˩˦/ /ɕi˥˥/ /ti˥˥/","Private equity","me key ooh key e key boo she key","May cow shoe cow in taboo shoe cow","Sea con Holly when rice when dog mud which","Mito rabbit mosquito stomach mosquito-death tree","M drum 鵡 webbed knee Chair card ladder"
"JA","キスアンドライド","キスアンドライド:キスアンドライド","/ki.su.an.do.ɾa.i.do/","key sue inn dew tea e dew","/ki/ /su/ /ɪn/ /du/ /ti/ /i/ /du/","Kuh Schuh an Dom da Idol","/kuː/ /ʃuː/ /aːn/ /doːm/ /daː/ /iː.doːl/","qui sous Anne don temps eau don","/ki/ /su/ /an/ /do/ /ta/ /o/ /do/","木 酢 案 土 ラ 胃 土","/ki/ /su/ /aɴ/ /do/ /ɾa/ /i/ /do/","鼓 酥 鞍 菠 獺 椅 菠","/ku˨˩˦/ /su˥˥/ /an˥˥/ /po˥˥/ /ta˨˩˦/ /i˨˩˦/ /po˥˥/","Kiss and ride","key sue inn dew tea e dew","Cow shoe at Cathedral da Idol","under Anne don time water don","Wood vinegar idea sat la stomach Saturday","Crisp drums and saddle Chair, keep 獺 keep"
"JA","諸事万端","諸事万端:諸事万端","/ʃo.d͡ʑi.ban.taɴ/","shoe bee bean tie","/ʃu/ /bi/ /bin/ /taɪ/","Schuh Vieh Bahn Tang","/ʃuː/ /fiː/ /baːn/ /taŋ/","chaud riz panne taille","/ʃo/ /ʁi/ /pan/ /taj/","所 柱 万端","/ʃo/ /d͡ʑi/ /ban.taɴ/","菠 梯 盤 溏","/po˥˥/ /ti˥˥/ /pan˧˥/ /taŋ˧˥/","All matters","shoe bee bean tie","Shoe cattle train Tang","hot rice failure size","Center column for anything","Keep the ladder Pan half congealed"
"JA","樺太雷鳥","樺太雷鳥:樺太雷鳥","/ka.ɾa.ɸu.to.ɾa.i.t͡ɕo.u/","key tea shoe toe tea e shoe ooh","/ki/ /ti/ /ʃu/ /toʊ/ /ti/ /i/ /ʃu/ /u/","Kappa Schuh Tod da in wo Uhr","/ka.paː/ /ʃuː/ /toːt/ /daː/ /iːn/ /voː/ /uːɐ/","quand temps chou ton temps lien seau houx","/ka/ /ta/ /ʃu/ /to/ /ta/ /li/ /so/ /u/","蚊 ラ 府 トラ 胃 蝶","/ka/ /ɾa/ /ɸu/ /to.ɾa/ /i/ /t͡ɕo.u/","卡 獺 獅 鵡 骰 獺 椅 菠 鵡","/ka˨˩˦/ /ta˨˩˦/ /ʂ˥˥/ /u˨˩˦/ /tou˧˥/ /ta˨˩˦/ /i˨˩˦/ /po˥˥/ /u˨˩˦/","Karafuto Thunderbird","key tea shoe toe tea e shoe ooh","Kappa shoe death there in where clock","When cabbage time your time link bucket Holly","Mosquito la Office Tiger stomach butterflies","獺 lion 鵡 dice 獺 Chair keep 鵡"
"JA","殺人犯","殺人犯:殺人犯","/sa.t͡su.d͡ʑiɴ.haɴ/","sea shoe bean high","/si/ /ʃu/ /bin/ /haɪ/","Ski zu Gin Hang","/skiː/ /t͡suː/ /ɡiːn/ /haŋ/","sang chou rime canne","/sa/ /ʃu/ /ʁim/ /kan/","差 唾 ジン 版","/sa/ /t͡su/ /d͡ʑiɴ/ /haɴ/","灑 土 猩 桑","/sa˨˩˦/ /tu˨˩˦/ /ɕiŋ˥˥/ /saŋ˥˥/","Killer","sea shoe bean high","Gin ski slope","cabbage blood rhyme cane","Difference between saliva Jin Edition","Orangutan sprinkled soil and Mulberry"
"JA","ウイスキーサウー","ウイスキーサウー:ウイスキーサウー","/u.i.su.kiː.sa.uː/","ooh e sue key sea ooh","/u/ /i/ /su/ /ki/ /si/ /u/","Uhr in Schuh Kuh da Schuh","/uːɐ/ /iːn/ /ʃuː/ /kuː/ /daː/ /ʃuː/","houx riz sous qui sang houx","/u/ /ʁi/ /su/ /ki/ /sa/ /u/","兎 胃 酢 木 差 兎","/u/ /i/ /su/ /ki/ /sa/ /u/","鵡 椅 酥 鼓 灑 鵡","/u˨˩˦/ /i˨˩˦/ /su˥˥/ /ku˨˩˦/ /sa˨˩˦/ /u˨˩˦/","ウイスキーサウー","ooh e sue key sea ooh","Watch in shoe cow da shoe","Holly rice under which blood Holly","Rabbit stomach vinegar tree difference rabbit","鵡 chairs sprinkled crisp drum 鵡"
"JA","ベクトル・フォント","ベクトル・フォント:ベクトル・フォント","/be.ku.to.ɾu.ɸu.on.to/","bee coo toe shoe shoe An two","/bi/ /ku/ /toʊ/ /ʃu/ /ʃu/ /ɑn/ /tu/","Bär Kuh Tod Kuh Schuh in Tod","/beːɐ/ /kuː/ /toːt/ /kuː/ /ʃuː/ /iːn/ /toːt/","Boer cou ton cou chou auge ton","/be/ /ku/ /to/ /ku/ /ʃu/ /oʒ/ /to/","部 区 とる 府 温度","/be/ /ku/ /to.ɾu/ /ɸu/ /on.do/","筆 鼓 土 土 酥 云 土","/pi˨˩˦/ /ku˨˩˦/ /tu˨˩˦/ /tu˨˩˦/ /su˥˥/ /yn˧˥/ /tu˨˩˦/","Vector fonts","bee coo toe shoe shoe An two","Bear cow death cow shoe in death","Boer neck your neck cabbage auge tone","Office temperatures take part,","Pen crispy cloud of drum-soil soil-soil"
"JA","ポリフェニレンオキシド","ポリフェニレンオキシド:ポリフェニレンオキシド","/po.ɾi.ɸu.e.ni.ɾeɴ.o.ki.ʃi.do/","paw tea shoe awe knee day awe key she dew","/pɔ/ /ti/ /ʃu/ /ɔ/ /ni/ /deɪ/ /ɔ/ /ki/ /ʃi/ /du/","Pop Vieh Schuh Reh nie Deo Kuh Schuh Dom","/poːp/ /fiː/ /ʃuː/ /ʀeː/ /niː/ /deː.oː/ /kuː/ /ʃuː/ /doːm/","peau pis chou et nid des eau qui chien don","/po/ /pi/ /ʃu/ /e/ /ni/ /de/ /o/ /ki/ /ʃi/ /do/","ポリ 府 絵 ニ レーン を 木 死 土","/po.ɾi/ /ɸu/ /e/ /ni/ /ɾeːɴ/ /o/ /ki/ /ʃi/ /do/","菠 梯 拊 椅 蜺 獅 獅 噢 鎧 膝 菠","/po˥˥/ /ti˥˥/ /fu˨˩˦/ /i˨˩˦/ /ni˧˥/ /ʂ˥˥/ /ʂ˥˥/ /o˥˥/ /kai˨˩˦/ /ɕi˥˥/ /po˥˥/","Polyphenylene oxide","paw tea shoe awe knee day awe key she dew","Pop cattle shoe deer never Deo cow shoe DOM","bad cabbage skin and nest in the UAE which dog don","Poly Office pictures (d) lane tree death sat.","Keep ladder Chair, fondle cicada 獅 獅 Oh 鎧 knee keep"
"JA","納期限","納期限:納期限","/no.u.ki.ɡeɴ/","knee ooh key gay","/ni/ /u/ /ki/ /ɡeɪ/","nie Schuh Kuh Gang","/niː/ /ʃuː/ /kuː/ /ɡaŋ/","nom houx qui gare","/no/ /u/ /ki/ /ɡaʁ/","の 兎 木 元","/no/ /u/ /ki/ /ɡeɴ/","孥 鵡 梯 給","/nu˧˥/ /u˨˩˦/ /ti˥˥/ /kei˨˩˦/","The deadline for","knee ooh key gay","never shoe cow speed","name Holly that station","The original rabbit wood","Nu 鵡 ladder to"
"JA","ボーイズラブ","ボーイズラブ:ボーイズラブ","/boː.i.zu.ɾa.bu/","bee e zoo tea boo","/bi/ /i/ /zu/ /ti/ /bu/","Box in Schuh tabu","/boːx/ /iːn/ /ʃuː/ /taː.buː/","bon hibou temps boue","/bo/ /i.ˈbu/ /ta/ /bu/","ボー 胃 ず ラ 分","/boː/ /i/ /zu/ /ɾa/ /bu/","菠 椅 茹 獺 茹","/po˥˥/ /i˨˩˦/ /ʐu˧˥/ /ta˨˩˦/ /ʐu˧˥/","Yaoi","bee e zoo tea boo","Box in shoe taboo","good OWL time mud","Bo stomach without la minute","Keep Chair ru 獺 ru"
"JA","プロピレン","プロピレン:プロピレン","/pu.ɾo.pi.ɾeɴ/","poo toe pea day","/pu/ /toʊ/ /pi/ /deɪ/","Putz Kopie zehn","/puːt͡s/ /koː.piː/ /t͡seːn/","pou ton pis fée","/pu/ /to/ /pi/ /fe/","プロ Ｐ レーン","/pu.ɾo/ /piː/ /ɾeːɴ/","蹼 菠 筆 悲","/pu˨˩˦/ /po˥˥/ /pi˨˩˦/ /pei˥˥/","Propylene","poo toe pea day","Plaster copy of ten","Pou ton fairy pis","Pro P lane","Webbed keep pen sad"
"JA","ぴか一","ぴか一:ぴか一","/pi.ka.i.t͡ɕi/","pea key e sea","/pi/ /ki/ /i/ /si/","Pier Kuh in Vieh","/piːɐ/ /kuː/ /iːn/ /fiː/","pis quand iris","/pi/ /ka/ /i.ˈʁi/","Ｐ 蚊 胃 乳","/piː/ /ka/ /i/ /t͡ɕi/","筆 卡 椅 梯","/pi˨˩˦/ /ka˨˩˦/ /i˨˩˦/ /ti˥˥/","Angering","pea key e sea","Pier cow in cattle","worse when iris","P mosquito stomach breasts","Pen card Chair ladder"
"JA","無理はない","無理はない:無理はない","/mu.ɾi.ha.na.i/","moo tea high knee e","/mu/ /ti/ /haɪ/ /ni/ /i/","Mumie Hang nah in","/muː.miː/ /haŋ/ /naː/ /iːn/","mou pis chat nid hein","/mu/ /pi/ /ʃa/ /ni/ /ɛ/","六 里 歯 七 胃","/mu/ /ɾi/ /ha/ /na/ /i/","拇 梯 哈 拿 椅","/mu˨˩˦/ /ti˥˥/ /xa˥˥/ /na˧˥/ /i˨˩˦/","No wonder","moo tea high knee e","Mummy hanging close in","soft pis cat nest eh","6-Tooth-7 gastric.","Hannah thumb ladder Chair"
"JA","完全葉","完全葉:完全葉","/kaɴ.zeɴ.jo.u/","cow zing zoo ooh","/kaʊ/ /zɪŋ/ /zu/ /u/","Kahn Sohn Job Schuh","/kaːn/ /zoːn/ /joːp/ /ʃuː/","canne région houx","/kan/ /ʁeʒ.ˈjo/ /u/","巻 全 夜 兎","/kaɴ/ /zeɴ/ /jo/ /u/","缸 啡 膜 鵡","/kaŋ˥˥/ /fei˥˥/ /mo˧˥/ /u˨˩˦/","Full leaf","cow zing zoo ooh","Kahn son job shoe","cane region Holly","Volume all night rabbits","Cylinder Brown film 鵡"
"JA","コウモリガ","コウモリガ:コウモリガ","/ko.u.mo.ɾi.ɡa/","key ooh moo tea guy","/ki/ /u/ /mu/ /ti/ /ɡaɪ/","Kuh Schuh Mop Liga","/kuː/ /ʃuː/ /moːp/ /liː.ɡaː/","con houx mont pis gant","/ko/ /u/ /mo/ /pi/ /ɡa/","戸 兎 喪 里 が","/ko/ /u/ /mo/ /ɾi/ /ɡa/","鼓 鵡 膜 梯 獺","/ku˨˩˦/ /u˨˩˦/ /mo˧˥/ /ti˥˥/ /ta˨˩˦/","Phassus excrescens Butler","key ooh moo tea guy","Cow shoe MOP League","con Holly mount pis glove","House Rabbit a mourning village","Drum 鵡 film ladder 獺"
"JA","求仙","求仙:求仙","/kju.u.seɴ/","crew ooh say","/kɹu/ /u/ /seɪ/","Kuh Schuh zehn","/kuː/ /ʃuː/ /t͡seːn/","quiet houx cent gens","/kjɛ/ /u/ /s/ /ʒ/","キュー 兎 線","/kjuː/ /u/ /seɴ/","鼓 鵡 司 獅","/ku˨˩˦/ /u˨˩˦/ /s˥˥/ /ʂ˥˥/","Looking at Unzen","crew ooh say","Cow shoe 10","quiet Holly one hundred people","Queue rabbit lines","Drum 鵡 Secretary lion"
"JA","全権委員","全権委員:全権委員","/zeŋ.keɴ.i.iɴ/","zing k e eve","/zɪŋ/ /keɪ/ /i/ /iv/","sink Kahn in in","/zɪŋ/ /kaːn/ /iːn/ /iːn/","zone canne eau if","/zon/ /kan/ /o/ /if/","全権 胃 韻","/zeŋ.keɴ/ /i/ /iɴ/","猩 給 椅 鸚","/ɕiŋ˥˥/ /kei˨˩˦/ /i˨˩˦/ /iŋ˥˥/","A Plenipotentiary","zing k e eve","sink boat in in","area cane water if","Full stomach rhyme","Orangutan to chair 鸚"
